district,segment_id,point_id,point_code,su_id,su_date,su_date_year,su_date_month,su_date_day,start_time,start_time_hour,start_time_minute,dist_point,dist_m,imp_type,imp_type_qualifier,imp_list,imp_list_qualifier,wp_gps,coord_obs,coord_obs_srs,coord_obs_x,coord_obs_y,point_obs,not_obs,not_obs_qualifier,point_loc,lc_cat1,lc_group1,lc_code1,lc_code1_qualifier,lc_pct1,lc_sea1,lc_sea1_qualifier,lc_cat2,lc_group2,lc_code2,lc_code2_qualifier,lc_pct2,lc_sea2,lc_sea2_qualifier,lc_cat3,lc_group3,lc_code3,lc_code3_qualifier,lc_pct3,lc_sea3,lc_sea3_qualifier,pct_check,harvest,harvest_qualifier,d_harv,irrig,lc_remark,photo,remarks,entry_loc,entry_loc_qualifier,end_time
42,5291,2,42-5291-2,F1,29/10/2016,2016,10,29,16:43,16,43,lt2m,4,,,,,60,SRID=EPSG:4326;POINT(84.526017 27.604408),EPSG:4326,84.52601691,27.60440813,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,20/10/2016,1,,1546_37.jpg,,1,,16:45
42,5291,3,42-5291-3,F1,29/10/2016,2016,10,29,16:21,16,21,lt2m,7,,,,,58,SRID=EPSG:4326;POINT(84.524434 27.603150),EPSG:4326,84.5244342,27.60315031,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,10/10/2016,1,,1466_37.jpg,,1,,16:24
42,5291,4,42-5291-4,F1,29/10/2016,2016,10,29,16:34,16,34,lt2m,1,,,,,59,SRID=EPSG:4326;POINT(84.526036 27.603070),EPSG:4326,84.526036,27.60306972,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,1506_37.jpg,,1,,16:36
42,5328,1,42-5328-1,F2,14/11/2016,2016,11,14,12:36,12,36,lt2m,2,,,,,154,SRID=EPSG:4326;POINT(84.711720 27.607606),EPSG:4326,84.7117202,27.60760618,1,,,2,B,B1,B104,,100,2,,,,,,,,,,,,,,,,100,2,,14/12/2016,0,,3686_37.jpg,,1,,12:38
42,5328,2,42-5328-2,F1,14/11/2016,2016,11,14,12:51,12,51,gt2m,16,1,,12,,177,SRID=EPSG:4326;POINT(84.713479 27.607681),EPSG:4326,84.71347859,27.6076807,1,,,2,O,D,D20,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Slop area  with  wood & thik vagetation.,4500_37.jpg,Cannot go point because   Slop  wood &   bush  land  near  the  river,1,,12:53
42,5328,3,42-5328-3,F2,14/11/2016,2016,11,14,12:27,12,27,lt2m,4,,,,,153,SRID=EPSG:4326;POINT(84.711774 27.606268),EPSG:4326,84.71177366,27.60626848,1,,,2,B,B1,B107,,100,2,,,,,,,,,,,,,,,,100,1,,10/11/2016,2,,3645_37.jpg,,1,,12:30
42,5328,4,42-5328-4,F1,14/11/2016,2016,11,14,12:31,12,31,lt2m,0,,,,,176,SRID=EPSG:4326;POINT(84.713357 27.606264),EPSG:4326,84.71335702,27.60626412,1,,,2,B,B1,B105,,100,3,,,,,,,,,,,,,,,,100,2,,15/12/2016,0,The  land  content  many   step than I couldn't  take photo  as instruction,4460_37.jpg,,1,,12:36
42,5347,1,42-5347-1,D2,04/11/2016,2016,11,4,11:00,11,0,gt2m,70,1,,17,,151,SRID=EPSG:4326;POINT(84.231967 27.602698),EPSG:4326,84.23196692,27.60269836,1,,,2,O,A,A21,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2479_37.jpg,,1,,11:03
42,5347,2,42-5347-2,D2,04/11/2016,2016,11,4,11:08,11,8,gt2m,3,1,,17,,152,SRID=EPSG:4326;POINT(84.230761 27.603327),EPSG:4326,84.23076071,27.60332726,1,,,2,O,A,A21,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2519_37.jpg,,1,,11:10
42,5347,3,42-5347-3,D1,04/11/2016,2016,11,4,11:08,11,8,lt2m,2,,,,,94,SRID=EPSG:4326;POINT(84.230969 27.601903),EPSG:4326,84.23096908,27.60190339,1,,,2,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2242_37.jpg,,1,,11:10
42,5347,4,42-5347-4,D1,04/11/2016,2016,11,4,11:01,11,1,gt2m,17,2,,26,,93,SRID=EPSG:4326;POINT(84.232308 27.602143),EPSG:4326,84.23230786,27.60214338,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,10/11/2016,1,,2202_37.jpg,,1,,11:03
42,5348,1,42-5348-1,D2,04/11/2016,2016,11,4,10:26,10,26,lt2m,1.5,,,,,149,SRID=EPSG:4326;POINT(84.235902 27.603374),EPSG:4326,84.23590169,27.60337356,1,,,2,B,B7,B717,,50,2,,B,B1,B105,,48,3,,B,B6,B601,,2,2,,100,2,,15/11/2016,1,,2438_37.jpg,,1,,10:33
42,5348,2,42-5348-2,D2,04/11/2016,2016,11,4,10:15,10,15,lt2m,0.9,,,,,148,SRID=EPSG:4326;POINT(84.237491 27.603425),EPSG:4326,84.23749128,27.603425,1,,,2,O,H,H02,,80,,,O,F,F02,,20,,,,,,,,,,100,,,null/null/null,,,2398_37.jpg,,1,,10:18
42,5348,3,42-5348-3,D1,04/11/2016,2016,11,4,10:18,10,18,lt2m,2,,,,,,SRID=EPSG:4326;POINT(84.236043 27.602086),EPSG:4326,84.23604251,27.60208616,1,,,3,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,04/11/2016,1,,2161_37.jpg,,1,,10:20
42,5348,4,42-5348-4,D1,04/11/2016,2016,11,4,10:10,10,10,lt2m,2,,,,,91,SRID=EPSG:4326;POINT(84.237410 27.602152),EPSG:4326,84.23741007,27.60215249,1,,,3,O,E,E02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2121_37.jpg,,1,,10:13
42,5349,1,42-5349-1,D1,04/11/2016,2016,11,4,09:19,9,19,gt2m,4,2,,26,,88,SRID=EPSG:4326;POINT(84.240916 27.603584),EPSG:4326,84.24091563,27.60358443,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,10/11/2016,1,,2040_37.jpg,,1,,09:21
42,5349,2,42-5349-2,D1,04/11/2016,2016,11,4,09:35,9,35,lt2m,2,,,,,89,SRID=EPSG:4326;POINT(84.242441 27.603582),EPSG:4326,84.24244053,27.60358185,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,06/11/2016,1,,2080_37.jpg,,1,,09:37
42,5349,3,42-5349-3,D2,04/11/2016,2016,11,4,09:26,9,26,lt2m,1.5,,,,,142,SRID=EPSG:4326;POINT(84.240951 27.602198),EPSG:4326,84.2409508,27.60219831,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2317_37.jpg,,1,,09:29
42,5349,4,42-5349-4,D2,04/11/2016,2016,11,4,09:35,9,35,gt2m,12,2,,26,,143,SRID=EPSG:4326;POINT(84.242443 27.602112),EPSG:4326,84.24244301,27.60211206,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,08/11/2016,1,,2357_37.jpg,,1,,09:37
42,5356,1,42-5356-1,D2,26/10/2016,2016,10,26,14:48,14,48,gt2m,17,2,,26,,72,SRID=EPSG:4326;POINT(84.276598 27.604183),EPSG:4326,84.2765978,27.60418308,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,01/11/2016,1,,1259_37.jpg,,1,,14:51
42,5356,2,42-5356-2,D2,26/10/2016,2016,10,26,14:41,14,41,gt2m,18,2,,26,,70,SRID=EPSG:4326;POINT(84.277738 27.604323),EPSG:4326,84.27773799,27.60432314,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,01/11/2016,1,,1219_37.jpg,,1,,14:43
42,5356,3,42-5356-3,D1,26/10/2016,2016,10,26,14:38,14,38,gt2m,5,2,,26,,52,SRID=EPSG:4326;POINT(84.276545 27.602813),EPSG:4326,84.27654487,27.60281297,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,9,,30/10/2016,1,,941_37.jpg,,1,,14:40
42,5356,4,42-5356-4,D1,26/10/2016,2016,10,26,14:52,14,52,lt2m,2,2,,24,,,SRID=EPSG:4326;POINT(84.277999 27.602993),EPSG:4326,84.27799922,27.60299287,1,,,3,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,30/10/2016,1,,982_37.jpg,,1,,14:55
42,5376,1,42-5376-1,E2,24/10/2016,2016,10,24,11:41,11,41,gt2m,32,2,,26,,14,SRID=EPSG:4326;POINT(84.377809 27.606454),EPSG:4326,84.37780924,27.60645395,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,,328_37.jpg,,1,,11:23
42,5376,2,42-5376-2,E1,24/10/2016,2016,10,24,11:13,11,13,gt2m,8,2,,26,,14,SRID=EPSG:4326;POINT(84.379056 27.606136),EPSG:4326,84.37905594,27.60613562,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,Covered by standing paddy,,,1,,11:17
42,5376,3,42-5376-3,E2,24/10/2016,2016,10,24,11:43,11,43,gt2m,156,2,,26,,15,SRID=EPSG:4326;POINT(84.376942 27.606151),EPSG:4326,84.37694213,27.60615116,2,3,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,,368_37.jpg,,1,,11:35
42,5376,4,42-5376-4,E1,24/10/2016,2016,10,24,11:49,11,49,gt2m,46,2,,26,,16,SRID=EPSG:4326;POINT(84.379652 27.604780),EPSG:4326,84.37965166,27.60477984,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,Standing main paddy,,,1,,11:53
42,5401,1,42-5401-1,E2,10/11/2016,2016,11,10,13:46,13,46,gt2m,5,2,,20,soil is weted more at farm.,169,SRID=EPSG:4326;POINT(84.504168 27.608551),EPSG:4326,84.50416787,27.6085508,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,,3747_37.jpg,,1,,13:49
42,5401,2,42-5401-2,E2,10/11/2016,2016,11,10,13:31,13,31,lt2m,2,,,,,168,SRID=EPSG:4326;POINT(84.505671 27.608557),EPSG:4326,84.50567058,27.60855706,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,25/09/2016,1,,3707_37.jpg,,1,,13:32
42,5401,3,42-5401-3,E2,10/11/2016,2016,11,10,14:05,14,5,lt2m,3,,,,,171,SRID=EPSG:4326;POINT(84.504145 27.607170),EPSG:4326,84.50414508,27.60716998,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,1,,3788_37.jpg,,1,,14:07
42,5401,4,42-5401-4,E2,10/11/2016,2016,11,10,14:32,14,32,lt2m,1,,,,,173,SRID=EPSG:4326;POINT(84.505741 27.607184),EPSG:4326,84.50574068,27.6071835,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,3829_37.jpg,,1,,14:33
42,5417,1,42-5417-1,F1,17/11/2016,2016,11,17,10:18,10,18,lt2m,2,,,,,187,SRID=EPSG:4326;POINT(84.585141 27.609949),EPSG:4326,84.5851412,27.6099488,1,,,3,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,20/02/2017,1,,4784_37.jpg,Recent   seedlings  musturd  oil  crop,1,,10:22
42,5417,2,42-5417-2,F1,17/11/2016,2016,11,17,10:50,10,50,lt2m,3,,,,,190,SRID=EPSG:4326;POINT(84.586691 27.610025),EPSG:4326,84.58669138,27.61002529,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,25/02/2017,1,,4904_37.jpg,,1,,10:52
42,5417,3,42-5417-3,F1,17/11/2016,2016,11,17,10:29,10,29,lt2m,1,,,,,188,SRID=EPSG:4326;POINT(84.585203 27.608595),EPSG:4326,84.58520337,27.60859543,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,20/02/2017,1,,4824_37.jpg,Just  seedling  musturd  crop,1,,10:32
42,5417,4,42-5417-4,F1,17/11/2016,2016,11,17,10:42,10,42,lt2m,3,,,,,189,SRID=EPSG:4326;POINT(84.586724 27.608641),EPSG:4326,84.58672431,27.60864103,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,15/02/2017,1,Just  seedling  musturd  crop in the point,4864_37.jpg,,1,,10:45
42,5421,1,42-5421-1,F2,11/11/2016,2016,11,11,10:53,10,53,lt2m,4,,,,,105,SRID=EPSG:4326;POINT(84.605408 27.610330),EPSG:4326,84.60540838,27.61033038,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,11/11/2016,1,,2580_37.jpg,,1,,10:56
42,5421,2,42-5421-2,F1,11/11/2016,2016,11,11,10:35,10,35,lt2m,1,,,,,127,SRID=EPSG:4326;POINT(84.606883 27.610371),EPSG:4326,84.60688314,27.61037089,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,20/10/2016,1,,3204_37.jpg,,1,,10:38
42,5421,3,42-5421-3,F2,11/11/2016,2016,11,11,10:33,10,33,lt2m,3,,,,,102,SRID=EPSG:4326;POINT(84.605519 27.608924),EPSG:4326,84.60551865,27.60892397,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,11/11/2016,1,,2499_37.jpg,,1,,10:38
42,5421,4,42-5421-4,F1,11/11/2016,2016,11,11,10:26,10,26,lt2m,3,,,,,126,SRID=EPSG:4326;POINT(84.606874 27.609008),EPSG:4326,84.60687428,27.60900755,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,3164_37.jpg,,1,,10:29
42,5422,1,42-5422-1,F2,11/11/2016,2016,11,11,11:17,11,17,lt2m,6,,,,,106,SRID=EPSG:4326;POINT(84.610316 27.610344),EPSG:4326,84.6103162,27.61034407,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,20/10/2016,1,,2621_37.jpg,,1,,11:19
42,5422,2,42-5422-2,F1,11/11/2016,2016,11,11,11:50,11,50,lt2m,3,,,,,131,SRID=EPSG:4326;POINT(84.611931 27.610518),EPSG:4326,84.61193149,27.61051755,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,25/10/2016,1,,3285_37.jpg,,1,,11:54
42,5422,3,42-5422-3,F2,11/11/2016,2016,11,11,11:28,11,28,lt2m,3,,,,,107,SRID=EPSG:4326;POINT(84.610508 27.608971),EPSG:4326,84.61050835,27.60897092,1,,,2,B,B2,B207,,100,3,,,,,,,,,,,,,,,,100,2,,15/01/2016,1,100,2743_37.jpg,,1,,11:32
42,5422,4,42-5422-4,F1,11/11/2016,2016,11,11,11:42,11,42,lt2m,5,,,,,130,SRID=EPSG:4326;POINT(84.611893 27.609039),EPSG:4326,84.61189309,27.60903897,1,,,2,O,A,A21,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,School  ground  area,3245_37.jpg,,1,,11:45
42,5428,1,42-5428-1,F2,17/11/2016,2016,11,17,13:59,13,59,lt2m,2,,,,,176,SRID=EPSG:4326;POINT(84.640838 27.610876),EPSG:4326,84.64083817,27.61087623,1,,,2,B,B2,B202,,100,2,,,,,,,,,,,,,,,,100,1,,01/11/2016,0,,4260_37.jpg,,1,,14:01
42,5428,2,42-5428-2,F1,17/11/2016,2016,11,17,13:13,13,13,lt2m,6,,,,,197,SRID=EPSG:4326;POINT(84.642280 27.610977),EPSG:4326,84.64228046,27.61097661,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,15/02/2017,0,,4985_37.jpg,,1,,13:15
42,5428,3,42-5428-3,F2,17/11/2016,2016,11,17,13:40,13,40,lt2m,6,,,,,175,SRID=EPSG:4326;POINT(84.640842 27.609678),EPSG:4326,84.64084237,27.60967756,1,,,2,O,A,A22,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,4219_37.jpg,The point is on  non agriculture land (home side),1,,13:42
42,5428,4,42-5428-4,F2,17/11/2016,2016,11,17,12:56,12,56,lt2m,2,,,,,172,SRID=EPSG:4326;POINT(84.642474 27.609705),EPSG:4326,84.64247446,27.60970478,1,,,2,B,B7,B703,,100,3,,,,,,,,,,,,,,,,100,2,,01/01/2017,2,,4178_37.jpg,,1,,12:58
42,5470,1,42-5470-1,D2,26/10/2016,2016,10,26,15:47,15,47,gt2m,5,2,,26,,74,SRID=EPSG:4326;POINT(84.281232 27.608902),EPSG:4326,84.28123235,27.60890222,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,31/10/2016,1,,1300_37.jpg,,1,,15:49
42,5470,2,42-5470-2,D2,26/10/2016,2016,10,26,16:13,16,13,lt2m,1.3,,,,,76,SRID=EPSG:4326;POINT(84.282781 27.608917),EPSG:4326,84.28278056,27.60891698,1,,,2,C,C2,C206,,1,1,,O,A,A21,,99,,,,,,,,,,100,1,,30/05/2016,0,,1341_37.jpg,,1,,16:18
42,5470,3,42-5470-3,D1,26/10/2016,2016,10,26,15:45,15,45,lt2m,2,,,,,54,SRID=EPSG:4326;POINT(84.281396 27.607502),EPSG:4326,84.28139603,27.60750214,1,,,2,B,B1,B106,,100,2,,,,,,,,,,,,,,,,100,1,,30/07/2016,1,,1023_37.jpg,,1,,15:51
42,5470,4,42-5470-4,D1,26/10/2016,2016,10,26,16:15,16,15,gt2m,3,2,,26,,56,SRID=EPSG:4326;POINT(84.282786 27.607573),EPSG:4326,84.28278593,27.60757298,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,,1064_37.jpg,,1,,16:17
42,5475,1,42-5475-1,D2,27/10/2016,2016,10,27,11:43,11,43,lt2m,0.88,,,,,104,SRID=EPSG:4326;POINT(84.306609 27.609447),EPSG:4326,84.30660912,27.60944655,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,31/10/2016,1,,1667_37.jpg,,1,,11:45
42,5475,2,42-5475-2,D2,27/10/2016,2016,10,27,12:05,12,5,gt2m,11,2,,26,,105,SRID=EPSG:4326;POINT(84.308090 27.609268),EPSG:4326,84.30808954,27.60926805,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,01/11/2016,1,,1708_37.jpg,,1,,12:07
42,5475,3,42-5475-3,D1,27/10/2016,2016,10,27,12:27,12,27,gt2m,25,2,,26,,69,SRID=EPSG:4326;POINT(84.306861 27.608125),EPSG:4326,84.30686063,27.60812508,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,,1471_37.jpg,,1,,12:29
42,5475,4,42-5475-4,D1,27/10/2016,2016,10,27,12:15,12,15,gt2m,3,1,,10,,68,SRID=EPSG:4326;POINT(84.308225 27.608011),EPSG:4326,84.30822547,27.60801122,1,,,2,O,H,H01,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,Fish pond,1431_37.jpg,,1,,12:21
42,5482,1,42-5482-1,E1,26/10/2016,2016,10,26,10:11,10,11,gt2m,56,2,,26,,47,SRID=EPSG:4326;POINT(84.342178 27.609496),EPSG:4326,84.3421784,27.60949645,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,Standing paddy,,,1,,10:14
42,5482,2,42-5482-2,E2,26/10/2016,2016,10,26,10:16,10,16,gt2m,37,2,,26,,49,SRID=EPSG:4326;POINT(84.343726 27.609721),EPSG:4326,84.34372566,27.6097207,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,1188_37.jpg,,1,,10:18
42,5482,3,42-5482-3,E1,26/10/2016,2016,10,26,11:00,11,0,gt2m,90,2,,26,,49,SRID=EPSG:4326;POINT(84.342110 27.609462),EPSG:4326,84.34211002,27.60946175,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,Standing paddy,1187_37.jpg,,1,,11:03
42,5482,4,42-5482-4,E2,26/10/2016,2016,10,26,10:56,10,56,gt2m,66,2,,26,,51,SRID=EPSG:4326;POINT(84.344252 27.608620),EPSG:4326,84.3442516,27.60861993,2,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,null/null/null,,,1229_37.jpg,,9,other farm connected with that farm contaning point.,11:00
42,5521,1,42-5521-1,F1,29/10/2016,2016,10,29,09:52,9,52,lt2m,1,,,,,50,SRID=EPSG:4326;POINT(84.539567 27.613702),EPSG:4326,84.53956657,27.61370183,1,,,2,O,A,A22,,80,,,O,F,F01,,20,,,,,,,,,,100,,,null/null/null,,,1305_37.jpg,,1,,10:00
42,5521,2,42-5521-2,F1,29/10/2016,2016,10,29,10:10,10,10,lt2m,4,,,,,51,SRID=EPSG:4326;POINT(84.540958 27.613727),EPSG:4326,84.54095798,27.6137272,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,15/10/2016,1,,1345_37.jpg,,1,,10:13
42,5521,3,42-5521-3,F1,29/10/2016,2016,10,29,09:18,9,18,lt2m,1,,,,,48,SRID=EPSG:4326;POINT(84.539529 27.612347),EPSG:4326,84.53952948,27.61234686,1,,,2,B,B2,B202,,70,2,,C,C2,C201,,10,2,,O,A,A22,,20,,,100,1,,10/10/2016,1,,1264_37.jpg,,1,,09:25
42,5521,4,42-5521-4,F1,29/10/2016,2016,10,29,10:26,10,26,lt2m,13,,,,,52,SRID=EPSG:4326;POINT(84.540910 27.612371),EPSG:4326,84.54090985,27.61237138,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,10/10/2016,1,,1385_37.jpg,,1,,10:30
42,5536,1,42-5536-1,F1,11/11/2016,2016,11,11,13:19,13,19,lt2m,5,,,,,135,SRID=EPSG:4326;POINT(84.615427 27.615122),EPSG:4326,84.61542734,27.6151218,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,30/10/2016,1,,3367_37.jpg,,1,,13:22
42,5536,2,42-5536-2,F1,11/11/2016,2016,11,11,13:31,13,31,gt2m,21,1,,17,,136,SRID=EPSG:4326;POINT(84.616645 27.615031),EPSG:4326,84.61664486,27.61503072,1,,,2,O,E,E01,,70,,,O,D,D30,,30,,,,,,,,,,100,,,null/null/null,,Barred Other  wood  plantation  areas,3407_37.jpg,,1,,13:34
42,5536,3,42-5536-3,F1,11/11/2016,2016,11,11,12:46,12,46,lt2m,8,,,,,133,SRID=EPSG:4326;POINT(84.615319 27.613698),EPSG:4326,84.61531855,27.61369801,1,,,2,B,B7,B720,moterkosa (green pea),100,3,,,,,,,,,,,,,,,,100,2,,10/01/2016,1,Recently  just  seedlings,3326_37.jpg,,1,,12:51
42,5536,4,42-5536-4,F1,11/11/2016,2016,11,11,13:52,13,52,lt2m,4,,,,,137,SRID=EPSG:4326;POINT(84.616992 27.613719),EPSG:4326,84.6169917,27.61371934,1,,,2,B,B7,B714,,100,3,,,,,,,,,,,,,,,,100,2,,10/12/2016,1,,3447_37.jpg,,1,,13:56
42,5539,1,42-5539-1,F2,11/11/2016,2016,11,11,13:53,13,53,lt2m,4,,,,,115,SRID=EPSG:4326;POINT(84.630706 27.615180),EPSG:4326,84.63070605,27.61517974,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,11/11/2016,1,,2907_37.jpg,,1,,13:55
42,5539,2,42-5539-2,F2,11/11/2016,2016,11,11,13:30,13,30,lt2m,2,,,,,113,SRID=EPSG:4326;POINT(84.632126 27.615213),EPSG:4326,84.63212649,27.61521297,1,,,2,B,B1,B104,,100,3,,,,,,,,,,,,,,,,100,2,,20/02/2017,1,,2866_37.jpg,,1,,13:33
42,5539,3,42-5539-3,F2,11/11/2016,2016,11,11,12:54,12,54,lt2m,2,,,,,110,SRID=EPSG:4326;POINT(84.630638 27.613988),EPSG:4326,84.63063753,27.61398772,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2784_37.jpg,,1,,12:56
42,5539,4,42-5539-4,F2,11/11/2016,2016,11,11,13:10,13,10,lt2m,2,,,,,111,SRID=EPSG:4326;POINT(84.632098 27.613824),EPSG:4326,84.63209816,27.61382352,1,,,2,B,B4,B401,,100,3,,,,,,,,,,,,,,,,100,2,,15/01/2017,0,,2825_37.jpg,,1,,13:12
42,5586,1,42-5586-1,D2,27/10/2016,2016,10,27,12:59,12,59,lt2m,1,,,,,107,SRID=EPSG:4326;POINT(84.301354 27.613789),EPSG:4326,84.30135398,27.61378851,1,,,2,B,B7,B720,chilli,70,2,,B,B7,B706,,25,2,,B,B6,B601,,5,2,,100,1,,29/08/2016,1,,1749_37.jpg,,1,,13:10
42,5586,2,42-5586-2,D2,27/10/2016,2016,10,27,13:33,13,33,gt2m,10,2,,26,,109,SRID=EPSG:4326;POINT(84.303020 27.613876),EPSG:4326,84.30301967,27.61387627,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,31/10/2016,1,,1790_37.jpg,,1,,13:35
42,5586,3,42-5586-3,D1,27/10/2016,2016,10,27,12:55,12,55,lt2m,2,,,,,70,SRID=EPSG:4326;POINT(84.301017 27.612533),EPSG:4326,84.30101679,27.61253263,1,,,2,O,A,A11,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,House,1512_37.jpg,,1,,12:58
42,5586,4,42-5586-4,D1,27/10/2016,2016,10,27,13:35,13,35,gt2m,22,2,,26,,71,SRID=EPSG:4326;POINT(84.303093 27.612217),EPSG:4326,84.30309291,27.61221659,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,,1553_37.jpg,,1,,13:37
42,5590,1,42-5590-1,E2,26/10/2016,2016,10,26,12:11,12,11,lt2m,5,2,,26,,53,SRID=EPSG:4326;POINT(84.321748 27.614174),EPSG:4326,84.32174797,27.61417385,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1270_37.jpg,,1,,12:13
42,5590,2,42-5590-2,E1,26/10/2016,2016,10,26,12:03,12,3,gt2m,11,2,,26,,51,SRID=EPSG:4326;POINT(84.323213 27.614308),EPSG:4326,84.32321269,27.61430829,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,05/11/2016,1,Standing paddy,,,1,,12:09
42,5590,3,42-5590-3,E2,26/10/2016,2016,10,26,12:22,12,22,lt2m,1,,,,,54,SRID=EPSG:4326;POINT(84.321756 27.612727),EPSG:4326,84.32175577,27.61272654,1,,,2,O,F,F02,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,1310_37.jpg,,1,,12:26
42,5590,4,42-5590-4,E1,26/10/2016,2016,10,26,12:42,12,42,gt2m,76,2,,26,,53,SRID=EPSG:4326;POINT(84.322517 27.612961),EPSG:4326,84.32251733,27.61296112,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,2,,15/11/2016,1,Standing paddy,,,1,,12:45
42,5606,1,42-5606-1,E2,05/11/2016,2016,11,5,09:22,9,22,lt2m,3,,,,,129,SRID=EPSG:4326;POINT(84.402688 27.615719),EPSG:4326,84.40268786,27.61571885,1,,,2,B,B1,B102,,100,2,,,,,,,,,,,,,,,,100,1,,05/10/2016,0,,2692_37.jpg,,1,,09:24
42,5606,2,42-5606-2,E2,05/11/2016,2016,11,5,09:45,9,45,lt2m,4,,,,,131,SRID=EPSG:4326;POINT(84.404234 27.615712),EPSG:4326,84.40423446,27.61571179,1,,,2,O,A,A22,,100,,,,,,,,,,,,,,,,,100,,,null/null/null,,,2733_37.jpg,,1,,09:46
